Title,"HE student enrolments by HE provider, domicile, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2021/22,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2021/22 total,2862620,,,,,,
,,,,,,,
Last updated,Jan-23,,,,,,
,,,,,,,
UKPRN,HE provider,Level of study,Mode of study,Country of HE provider,Region of HE provider,Domicile,Number
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Non-European Union,90
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,England,800
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Wales,5
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Scotland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Other UK,0
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Total UK,810
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Total Non-UK,120
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Not known,0
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,Total,930
10005553,Royal Holloway and Bedford New College,All,Part-time,England,All,European Union,25
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Non-European Union,90
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,England,800
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Wales,5
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Scotland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Total UK,810
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Total Non-UK,120
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Not known,0
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,Total,930
10005553,Royal Holloway and Bedford New College,All,Part-time,England,South East,European Union,25
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Non-European Union,90
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,England,290
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Wales,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Scotland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Total UK,305
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Total Non-UK,140
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,Total,445
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,England,South East,European Union,45
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Non-European Union,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,England,125
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Wales,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Scotland,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Northern Ireland,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Total UK,130
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Total Non-UK,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,Total,140
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,England,South East,European Union,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Non-European Union,95
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,England,415
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Wales,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Scotland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Total UK,435
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Total Non-UK,150
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,Total,585
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,South East,European Union,55
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Non-European Union,95
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,England,415
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Wales,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Scotland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Total UK,435
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Total Non-UK,150
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,Total,585
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,South East,European Union,55
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Non-European Union,90
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,England,290
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Wales,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Scotland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Total UK,305
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Total Non-UK,140
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,Total,445
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Full-time,All,South East,European Union,45
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Non-European Union,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,England,125
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Wales,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Scotland,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Northern Ireland,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Total UK,130
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Total Non-UK,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,Total,140
10005553,Royal Holloway and Bedford New College,Postgraduate (research),Part-time,All,South East,European Union,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Non-European Union,95
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,England,415
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Wales,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Scotland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Total UK,435
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Total Non-UK,150
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Not known,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,Total,585
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,All,All,European Union,55
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,Non-European Union,95
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,England,415
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,Wales,10
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,Scotland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,Northern Ireland,5
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,Other UK,0
10005553,Royal Holloway and Bedford New College,Postgraduate (research),All,England,All,Total UK,435
